system:index,Abandonmen,Date,GrazingDur,GrazingPre,GrazingTim,LSU,LandUse,Latitude,LitterCove,Longitude,MowingFreq,MowingPres,PLOTID,b1,b1_asm,b1_corr,b1_ent,b2,b2_asm,b2_corr,b2_ent,region,.geo
lr_20210101-20210107_41,0,2021-01-01,105,1,2,N/A,mulched grazed meadow,48.924525,35,19.103992,0,0,LR47,0.468273788690567,0.004783057851239652,0.4515068893968535,5.34439712194893,0.2542401850223541,0.004772727272727256,0.4758187919401907,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.103991999999998,48.924525]}"
lr_20210101-20210107_42,0,2021-01-01,105,1,2,N/A,mulched grazed meadow,48.923225,1,19.102742,0,0,LR48,0.26966550946235657,0.004772727272727256,0.215906009287641,5.345972456450203,0.4451523721218109,0.004772727272727256,0.5129280991406271,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.102742,48.923225]}"
lr_20210101-20210107_43,0,2021-01-01,140,1,13,80,grazed meadow,48.950017,20,19.197717,1,1,LR5,0.20363029837608337,0.004772727272727256,0.34903605901972934,5.345972456450203,0.1698116511106491,0.004772727272727256,0.3132658136333569,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.197717,48.950017]}"
lr_20210101-20210107_44,0,2021-01-01,N/A,1,13,N/A,grazed meadow,48.932952,0,19.191196,1,1,LR50,0.3127399981021881,0.004772727272727256,0.6272840431545315,5.345972456450203,0.2861812114715576,0.004772727272727256,0.4267602938723851,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.191196000000005,48.93295200000001]}"
lr_20210101-20210107_45,0,2021-01-01,N/A,1,13,N/A,grazed meadow,48.90053,0,19.151106,1,1,LR51,0.23851388692855835,0.004772727272727256,0.6240421284193258,5.345972456450203,0.26976171135902405,0.004772727272727256,0.317104986950452,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.151106,48.900529999999996]}"
lr_20210101-20210107_46,0,2021-01-01,N/A,1,13,N/A,pasture,48.92867,55,19.21793,0,0,LR52,0.4287804365158081,0.004772727272727256,0.26266716027773485,5.345972456450203,0.1868266612291336,0.004772727272727256,0.3624969709976584,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.217929999999996,48.92867]}"
lr_20210101-20210107_47,0,2021-01-01,N/A,1,13,N/A,grazed meadow,48.919444,1,19.220556,1,1,LR54,0.17499740421772003,0.004772727272727256,0.5638118356069669,5.345972456450203,0.5664718747138977,0.004772727272727256,0.6316157862995055,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.220556,48.919444]}"
lr_20210101-20210107_48,1,2021-01-01,0,0,2,0,abandoned,48.893417,90,19.218361,0,0,LR55,0.3352738320827484,0.004797727272727256,0.5904955071014246,5.342506720547403,0.1526508927345276,0.004797727272727256,0.4374304839268487,5.342506720547403,LR,"{""type"":""Point"",""coordinates"":[19.218361,48.89341700000001]}"
lr_20210101-20210107_49,1,2021-01-01,0,0,2,0,abandoned,48.89952,90,19.22629,0,0,LR56,0.34665852785110474,0.004783057851239653,0.36622928356720974,5.34439712194893,0.49737846851348877,0.004772727272727256,0.4635688443806535,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.226290000000002,48.89952]}"
lr_20210101-20210107_50,0,2021-01-01,0,0,0,0,meadow,48.92432,3,19.18001,1,1,LR59,0.4297102987766266,0.004772727272727256,0.6280148168929619,5.345972456450203,0.261413037776947,0.004772727272727256,0.7499489774543538,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.18001,48.92432]}"
lr_20210101-20210107_51,0,2021-01-01,140,1,13,14,grazed meadow,48.94272,2,19.23526,1,1,LR6,0.5003514289855957,0.004772727272727256,0.4414461278837467,5.345972456450203,0.5548064112663269,0.004793388429752049,0.5474721755480579,5.342821787447658,LR,"{""type"":""Point"",""coordinates"":[19.235259999999997,48.94272000000001]}"
lr_20210101-20210107_52,0,2021-01-01,0,0,0,0,meadow,48.9068,0,19.15188,1,1,LR60,0.1652977615594864,0.004803719008264446,0.5782688777040006,5.341246452946384,0.4137134850025177,0.004772727272727256,0.4961502252510382,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.15188,48.9068]}"
lr_20210101-20210107_53,0,2021-01-01,0,0,0,0,meadow,48.9226,1,19.1838,1,1,LR61,0.3586559295654297,0.004772727272727256,0.5233957598994484,5.345972456450203,0.23362112045288086,0.004772727272727256,0.5213988026150665,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.1838,48.9226]}"
lr_20210101-20210107_54,1,2021-01-01,0,0,0,0,abandoned,48.91991,90,19.18095,0,0,LR63,0.4577461779117584,0.004772727272727256,0.5611732938946066,5.345972456450203,0.5462852716445923,0.004772727272727256,0.6829605171936967,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.180949999999996,48.91991]}"
lr_20210101-20210107_55,1,2021-01-01,0,0,0,0,abandoned,48.92513,60,19.12659,0,0,LR64,0.2634710669517517,0.004772727272727256,0.30520565659597276,5.345972456450203,0.23160067200660706,0.004772727272727256,0.27794497290036946,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.126590000000004,48.925129999999996]}"
lr_20210101-20210107_56,0,2021-01-01,56,1,1,1.5,grazed meadow,48.91751,3,19.17618,3,1,LR65,0.2913282513618469,0.004772727272727256,0.3671330775495776,5.345972456450203,0.2937729060649872,0.004772727272727256,0.5341443640651078,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.176180000000002,48.91751]}"
lr_20210101-20210107_57,0,2021-01-01,N/A,1,13,N/A,grazed meadow,48.927059,3,19.169727,1,1,LR66,0.5303167700767517,0.004772727272727256,0.6051719543481864,5.345972456450203,0.5605727434158325,0.004772727272727256,0.46311925408197285,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.169727,48.927059]}"
lr_20210101-20210107_58,0,2021-01-01,N/A,1,N/A,N/A,pasture,48.9042,20,19.16035,0,0,LR67,0.23810283839702606,0.004772727272727256,0.5531811610820412,5.345972456450203,0.1589694768190384,0.004772727272727256,0.5443595764799971,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.16035,48.9042]}"
lr_20210101-20210107_59,0,2021-01-01,182,1,5,15.2,grazed meadow,48.90064,1,19.15857,2,1,LR68,0.7031421065330505,0.004772727272727256,0.34160327316019395,5.345972456450203,0.1765408217906952,0.004772727272727256,0.4764118657596836,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.15857,48.90064000000001]}"
lr_20210101-20210107_60,0,2021-01-01,0,0,0,0,meadow,48.91602,18,19.16732,1,1,LR69,0.4221257269382477,0.004772727272727256,0.4714174635931141,5.345972456450203,0.27830052375793457,0.004793388429752049,0.41509197822345334,5.342821787447657,LR,"{""type"":""Point"",""coordinates"":[19.167319999999997,48.91602]}"
lr_20210101-20210107_61,0,2021-01-01,161,1,13,90,pasture,48.94352,20,19.16842,0,0,LR7,0.6480018496513367,0.004818388429752049,0.7492716378707793,5.339356051544858,0.3617326617240906,0.004772727272727256,0.49605121720268863,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.16842,48.94352]}"
lr_20210101-20210107_62,0,2021-01-01,28,1,13,90,grazed meadow,48.928145,3,19.173477,1,1,LR72,0.1301727294921875,0.004772727272727256,0.47522617621436203,5.345972456450203,0.5078603029251099,0.004793388429752049,0.4697190866798915,5.342821787447658,LR,"{""type"":""Point"",""coordinates"":[19.173476999999995,48.928145]}"
lr_20210101-20210107_63,1,2021-01-01,0,0,0,0,abandoned,48.9178401,3,19.1735839,0,0,LR74,0.37699589133262634,0.004772727272727256,0.35578823988496566,5.345972456450203,0.3875466287136078,0.004772727272727256,0.6608215219412898,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.1735839,48.9178401]}"
lr_20210101-20210107_64,0,2021-01-01,210,1,5,5.5,pasture,48.924608,1,19.1815212,0,0,LR75,0.35280728340148926,0.004772727272727256,0.4495748423831677,5.345972456450203,0.11790158599615097,0.004772727272727256,0.5082409334537117,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.1815212,48.92460799999999]}"
lr_20210101-20210107_65,0,2021-01-01,210,1,13,90,grazed meadow,48.93247,3,19.16712,1,1,LR76,0.4324912428855896,0.004772727272727256,0.3319164250179801,5.345972456450203,0.11029369384050369,0.004772727272727256,0.5219181980837468,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.167120000000004,48.93247]}"
lr_20210101-20210107_66,0,2021-01-01,147,1,13,90,pasture,48.94324,5,19.16386,0,0,LR77,0.3188864588737488,0.004785227272727255,0.3871222543030633,5.344239588498803,0.3582759201526642,0.004772727272727256,0.38870226737272306,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.163860000000003,48.94324]}"
lr_20210101-20210107_67,0,2021-01-01,63,1,13,60,pasture,48.92314,3,19.17789,0,0,LR79,0.2701132893562317,0.004772727272727256,0.387571355626749,5.345972456450203,0.3601154685020447,0.004772727272727256,0.3369707912806417,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.17789,48.92313999999999]}"
lr_20210101-20210107_68,0,2021-01-01,147,1,13,90,mulched grazed meadow,48.9385,2,19.16219,0,0,LR8,0.1478785276412964,0.004793388429752049,0.4575236431734975,5.342821787447657,0.2866889536380768,0.004793388429752049,0.3897759257717429,5.342821787447658,LR,"{""type"":""Point"",""coordinates"":[19.162190000000002,48.9385]}"
lr_20210101-20210107_69,0,2021-01-01,0,0,0,0,mulched meadow,48.90677,15,19.15225,0,0,LR80,0.16361722350120544,0.004803719008264446,0.5348647394852747,5.341246452946384,0.49554145336151123,0.004772727272727256,0.4809546234611618,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.15225,48.90677]}"
lr_20210101-20210107_70,0,2021-01-01,N/A,1,13,N/A,pasture,48.90799,10,19.15114,0,0,LR81,0.3216415047645569,0.004783057851239653,0.37184721913774643,5.34439712194893,0.3051791787147522,0.004772727272727256,0.4414416204109645,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.15114,48.907990000000005]}"
lr_20210101-20210107_71,0,2021-01-01,224,1,13,1.3,grazed meadow,48.90742,1,19.15893,2,1,LR82,0.3672579824924469,0.004772727272727256,0.49519802275447034,5.345972456450203,0.1475953608751297,0.004772727272727256,0.6028385509522847,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.158930000000005,48.90742000000001]}"
lr_20210101-20210107_72,0,2021-01-01,70,1,3,40,mulched grazed meadow,48.90746,NA,19.1591,0,0,LR83,0.4685991406440735,0.004772727272727256,0.4350443322970653,5.345972456450203,0.07466990500688553,0.004772727272727256,0.5279876150842645,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.1591,48.90745999999999]}"
lr_20210101-20210107_73,0,2021-01-01,21,1,2,9,pasture,48.935277,7,19.168413,0,0,LR9,0.06981897354125977,0.004785227272727255,0.688436004878956,5.344239588498803,0.49626293778419495,0.004772727272727256,0.6531237119830763,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.168412999999997,48.935277]}"
lr_20210101-20210107_74,1,2021-01-01,0,0,0,0,abandoned,48.92196,12,19.16367,0,0,LR90,0.39245766401290894,0.004772727272727256,0.3014328602218247,5.345972456450203,0.28924548625946045,0.004772727272727256,0.21553796694094657,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.163669999999996,48.92196]}"
lr_20210101-20210107_75,0,2021-01-01,N/A,1,13,N/A,pasture,48.9111003391,10,19.1629031334,0,0,LR92,0.11254709959030151,0.004803719008264446,0.4399880007511838,5.341246452946384,0.17921121418476105,0.004772727272727256,0.5441681783563995,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.1629031334,48.9111003391]}"
lr_20210101-20210107_76,0,2021-01-01,N/A,1,13,N/A,pasture,48.91387,0,19.15448,0,0,LR98,0.21165597438812256,0.004793388429752049,0.3914875468439859,5.342821787447658,0.21169395744800568,0.004772727272727256,0.47509507381292615,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.15448,48.91387]}"
lr_20210107-20210113_0,0,2021-01-07,3,1,3,80,grazed meadow,48.94565,0,19.22955,1,1,LR1,0.3641323447227478,0.004772727272727256,0.32803285592318066,5.345972456450203,0.13583563268184662,0.004772727272727256,0.5823847125150987,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.229550000000003,48.94565]}"
lr_20210107-20210113_1,1,2021-01-07,0,0,2,0,abandoned,48.88742,100,19.08338,0,0,LR10,0.4341490864753723,0.004785227272727255,0.6055784477327059,5.344239588498803,0.2740236520767212,0.004793388429752049,0.5688801709324718,5.342821787447658,LR,"{""type"":""Point"",""coordinates"":[19.08338,48.88742]}"
lr_20210107-20210113_2,0,2021-01-07,56,1,13,N/A,pasture,48.92675,10,19.22481,0,0,LR100,0.4117606580257416,0.004772727272727256,0.4812948974753798,5.345972456450203,0.20516130328178406,0.004772727272727256,0.35920677629870035,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.22481,48.92675]}"
lr_20210107-20210113_3,0,2021-01-07,56,1,13,N/A,pasture,48.92581,4,19.20623,0,0,LR101,0.44715285301208496,0.004772727272727256,0.47068184528319706,5.345972456450203,0.22509551048278809,0.004772727272727256,0.30829829813624604,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.20623,48.92581]}"
lr_20210107-20210113_4,0,2021-01-07,56,1,13,N/A,pasture,48.93627,5,19.21818,0,0,LR102,0.5343201756477356,0.004772727272727256,0.3355477933094492,5.345972456450203,0.2443883717060089,0.004783057851239652,0.3334859060424824,5.34439712194893,LR,"{""type"":""Point"",""coordinates"":[19.218180000000004,48.93626999999999]}"
lr_20210107-20210113_5,0,2021-01-07,56,1,13,N/A,grazed meadow,48.92966,1,19.21388,1,1,LR105,0.14129795134067535,0.004772727272727256,0.6655204944454814,5.345972456450203,0.240339994430542,0.004772727272727256,0.5130481478297892,5.345972456450203,LR,"{""type"":""Point"",""coordinates"":[19.21388,48.92966]}"
