system:index,Abandonmen,Date,GrazingDur,GrazingPre,GrazingTim,LSU,LandUse,Latitude,LitterCove,Longitude,MowingFreq,MowingPres,PLOTID,b1,b1_asm,b1_corr,b1_ent,b2,b2_asm,b2_corr,b2_ent,region,.geo
nb_20210101-20210107_111,0,2021-01-01,N/A,1,N/A,37.25,mulched grazed meadow,48.878278,0,17.774556,1,1,NB46,0.5138550996780396,0.004797727272727256,0.5192578015037962,5.342506720547403,0.5053803324699402,0.004772727272727256,0.6746618620200256,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.774556,48.878278]}"
nb_20210101-20210107_112,0,2021-01-01,196,1,5,0.6,grazed meadow,48.880583,4,17.795139,1,1,NB47,0.6712046265602112,0.004783057851239652,0.8106810618576933,5.34439712194893,0.4100167453289032,0.004783057851239653,0.6843099825563858,5.34439712194893,NB,"{""type"":""Point"",""coordinates"":[17.795139,48.880583]}"
nb_20210101-20210107_113,0,2021-01-01,270,1,5,36.25,pasture,48.88557,3,17.76022,0,0,NB5,0.3590748608112335,0.004772727272727256,0.5927284962547164,5.345972456450203,0.2603517770767212,0.004785227272727255,0.46111242240097905,5.344239588498803,NB,"{""type"":""Point"",""coordinates"":[17.76022,48.88557]}"
nb_20210101-20210107_114,1,2021-01-01,0,0,0,0,abandoned,48.886735,5,17.773467,0,0,NB50,0.6058298945426941,0.004772727272727256,0.7324649136899327,5.345972456450203,0.3436388671398163,0.004783057851239653,0.7858309329216246,5.34439712194893,NB,"{""type"":""Point"",""coordinates"":[17.773467,48.886735]}"
nb_20210101-20210107_115,0,2021-01-01,0,0,0,0,meadow,48.901275,3,17.808827,1,1,NB51,0.4513355791568756,0.004772727272727256,0.6726415202867043,5.345972456450203,0.39386940002441406,0.004772727272727256,0.590953553398091,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.808826999999997,48.901275000000005]}"
nb_20210101-20210107_116,0,2021-01-01,196,1,5,38.5,pasture,48.90854,0,17.795525,0,0,NB52,0.034976597875356674,0.004772727272727256,0.49222653292674334,5.345972456450203,0.2181955873966217,0.004772727272727256,0.4467943191376055,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.795525000000005,48.90854]}"
nb_20210101-20210107_117,0,2021-01-01,210,1,5,0,grazed meadow,48.882722,7,17.759944,1,1,NB55,0.37771087884902954,0.004772727272727256,0.46514248795918917,5.345972456450203,0.1791621446609497,0.004772727272727256,0.41545130055978347,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.759944000000004,48.88272200000001]}"
nb_20210101-20210107_118,0,2021-01-01,270,1,5,1.0,grazed meadow,48.87587,5,17.816523,1,1,NB56,0.3483656346797943,0.004772727272727256,0.7483004092956479,5.345972456450203,0.5842846632003784,0.004772727272727256,0.7329366321645505,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.816523,48.87586999999999]}"
nb_20210101-20210107_119,0,2021-01-01,270,1,5,8.6,mulched grazed meadow,48.901333,0,17.80675,1,1,NB57,0.28961846232414246,0.004772727272727256,0.3646600851384076,5.345972456450203,0.452290415763855,0.004793388429752049,0.49599032322479863,5.342821787447658,NB,"{""type"":""Point"",""coordinates"":[17.80675,48.901333]}"
nb_20210101-20210107_120,0,2021-01-01,270,1,5,38.5,pasture,48.887318,0.5,17.768697,0,0,NB61,0.5086268186569214,0.004783057851239653,0.7026549377205752,5.34439712194893,0.4225788712501526,0.004772727272727256,0.5284032102446703,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.768697,48.88731800000001]}"
nb_20210101-20210107_121,0,2021-01-01,196,1,5,20.75,grazed meadow,48.877917,0.5,17.789222,1,1,NB62,0.6298330426216125,0.004772727272727256,0.44391449061169974,5.345972456450203,0.3758331537246704,0.004793388429752049,0.5917451781482179,5.342821787447657,NB,"{""type"":""Point"",""coordinates"":[17.789222,48.877917]}"
nb_20210101-20210107_122,0,2021-01-01,210,1,5,5.5,grazed meadow,48.895,25,17.795194,1,1,NB7,0.49532368779182434,0.004772727272727256,0.79266447631291,5.345972456450203,0.5143281817436218,0.004772727272727256,0.5260545692105935,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.795194,48.895]}"
nb_20210107-20210113_77,0,2021-01-07,210,1,5,36.25,grazed meadow,48.89529,0,17.81145,1,1,NB1,0.5191054344177246,0.004772727272727256,0.6365607322848337,5.345972456450203,0.3185020089149475,0.004772727272727256,0.5721182409554804,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.811450000000004,48.89529000000001]}"
nb_20210107-20210113_78,0,2021-01-07,270,1,5,36.25,pasture,48.8858,0.1,17.76126,0,0,NB10,0.4204917848110199,0.004772727272727256,0.49616316819462136,5.345972456450203,0.28409141302108765,0.004772727272727256,0.6538462829016278,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.761260000000004,48.88580000000001]}"
nb_20210107-20210113_79,0,2021-01-07,0,0,0,0,meadow,48.89676,20,17.80877,1,1,NB11,0.2986447811126709,0.004772727272727256,0.47289508007261427,5.345972456450203,0.2867257595062256,0.004772727272727256,0.3521070023468418,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.808770000000003,48.89676]}"
nb_20210107-20210113_80,0,2021-01-07,210,1,5,N/A,grazed meadow,48.876139,40,17.815972,1,1,NB12,0.4565383493900299,0.004793388429752049,0.5923718279925376,5.342821787447658,0.11943402141332626,0.004795557851239652,0.5404016897381532,5.34266425399753,NB,"{""type"":""Point"",""coordinates"":[17.815972,48.876139]}"
nb_20210107-20210113_81,0,2021-01-07,0,0,0,0,meadow,48.882944,75,17.798417,1,1,NB13,0.20273788273334503,0.004772727272727256,0.44112189808542007,5.345972456450203,0.23818635940551758,0.004772727272727256,0.5208369160158334,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.798417,48.882944]}"
nb_20210107-20210113_82,0,2021-01-07,0,0,0,0,meadow,48.87407,2,17.78439,1,1,NB14,0.454132080078125,0.004772727272727256,0.6219087558750899,5.345972456450203,0.16110926866531372,0.004772727272727256,0.2963239483790207,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.78439,48.87407]}"
nb_20210107-20210113_83,0,2021-01-07,0,0,0,0,meadow,48.8983450784,0,17.8097103664,1,1,NB15,0.4724363088607788,0.004772727272727256,0.5842845030057255,5.345972456450203,0.5030102133750916,0.004772727272727256,0.6659876692076855,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.8097103664,48.89834507839999]}"
nb_20210107-20210113_84,0,2021-01-07,210,1,5,5.5,grazed meadow,48.8945,1,17.795007,1,1,NB16,0.6304237842559814,0.004783057851239652,0.5272211124601821,5.34439712194893,0.3666517436504364,0.004772727272727256,0.5362733825743353,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.795006999999995,48.8945]}"
nb_20210107-20210113_85,0,2021-01-07,182,1,5,5.5,grazed meadow,48.89753,7,17.79583,1,1,NB17,0.1859457790851593,0.004772727272727256,0.3170240888797211,5.345972456450203,0.2622816562652588,0.004772727272727256,0.4063326953712219,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.79583,48.89753]}"
nb_20210107-20210113_86,0,2021-01-07,112,1,3,6.5,grazed meadow,48.89643,1,17.79541,1,1,NB18,0.6325528025627136,0.004772727272727256,0.6093709748306719,5.345972456450203,0.450352281332016,0.004772727272727256,0.540109727996708,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.795410000000004,48.89643]}"
nb_20210107-20210113_87,0,2021-01-07,0,0,0,6.5,meadow,48.89492,2,17.80124,1,1,NB19,0.4503781795501709,0.004772727272727256,0.22978686827178052,5.345972456450203,0.2628868818283081,0.004772727272727256,0.38963723556816493,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.801240000000004,48.89492]}"
nb_20210107-20210113_88,0,2021-01-07,210,1,5,35.6,pasture,48.89351,2,17.80211,0,0,NB2,0.138088196516037,0.004793388429752049,0.5361395973884141,5.342821787447658,0.5192036628723145,0.004772727272727256,0.5175069036552837,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.80211,48.89351]}"
nb_20210107-20210113_89,0,2021-01-07,182,1,5,35.6,grazed meadow,48.889437,10,17.778662,1,1,NB21,0.08484335243701935,0.004772727272727256,0.6669419314903677,5.345972456450203,0.2901172339916229,0.004772727272727256,0.7246269922796879,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.778661999999997,48.889437]}"
nb_20210107-20210113_90,0,2021-01-07,0,0,0,0,mulched meadow,48.88669,70,17.778662,1,1,NB22,0.331809937953949,0.004772727272727256,0.7302449328799044,5.345972456450203,0.4886612594127655,0.004772727272727256,0.6298908349786574,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.778661999999997,48.88669]}"
nb_20210107-20210113_91,0,2021-01-07,63,1,2,35.6,pasture,48.89017,0,17.80125,0,0,NB23,0.6224097609519958,0.004772727272727256,0.5143973298859341,5.345972456450203,0.1373991221189499,0.004772727272727256,0.6093786645899866,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.80125,48.89017]}"
nb_20210107-20210113_92,0,2021-01-07,0,0,0,0,meadow,48.8935448585,0.5,17.8136142134,1,1,NB24,0.2025400549173355,0.004772727272727256,0.7271209656257678,5.345972456450203,0.3184548616409302,0.004772727272727256,0.4352895893199844,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.813614213399998,48.8935448585]}"
nb_20210107-20210113_93,0,2021-01-07,0,0,0,0,meadow,48.8891,3,17.8112,3,1,NB25,0.324130654335022,0.004772727272727256,0.7435237146664246,5.345972456450203,0.1825278401374817,0.004814049586776843,0.44844968483962944,5.339671118445112,NB,"{""type"":""Point"",""coordinates"":[17.811199999999996,48.88909999999999]}"
nb_20210107-20210113_94,0,2021-01-07,168,1,5,36.25,pasture,48.9015982971,25,17.8169634912,0,0,NB26,0.21057426929473877,0.004772727272727256,0.6365817264084358,5.345972456450203,0.16718758642673492,0.004805888429752049,0.546753231605556,5.341088919496258,NB,"{""type"":""Point"",""coordinates"":[17.8169634912,48.9015982971]}"
nb_20210107-20210113_95,0,2021-01-07,0,0,0,0,meadow,48.9035941812,47,17.8136728945,1,1,NB27,0.2288389801979065,0.004772727272727256,0.6309148294494734,5.345972456450203,0.42900416254997253,0.004772727272727256,0.6955434129684571,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.8136728945,48.9035941812]}"
nb_20210107-20210113_96,0,2021-01-07,154,1,23,5.5,grazed meadow,48.8969,0.5,17.7915,1,1,NB28,0.3408973217010498,0.004772727272727256,0.525565982162586,5.345972456450203,0.12346136569976807,0.004772727272727256,0.5508689480911547,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.7915,48.8969]}"
nb_20210107-20210113_97,0,2021-01-07,154,1,23,5.5,grazed meadow,48.89533,3,17.7962,1,1,NB29,0.30026403069496155,0.004772727272727256,0.5624665836494315,5.345972456450203,0.2704370319843292,0.004772727272727256,0.4386084593831054,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.7962,48.89533000000001]}"
nb_20210107-20210113_98,0,2021-01-07,182,1,5,5.5,grazed meadow,48.89499,10,17.79804,1,1,NB30,0.5609926581382751,0.004772727272727256,0.5478919337029033,5.345972456450203,0.5339099168777466,0.004772727272727256,0.44006490288387834,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.798040000000004,48.89499]}"
nb_20210107-20210113_99,0,2021-01-07,0,0,0,0,meadow,48.882472,55,17.797972,1,1,NB31,0.43456804752349854,0.004772727272727256,0.5122111009862215,5.345972456450203,0.3010011315345764,0.004772727272727256,0.43824454802381635,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.797972,48.88247200000001]}"
nb_20210107-20210113_100,0,2021-01-07,0,0,0,0,meadow,48.871639,50,17.813917,1,1,NB32,0.40620455145835876,0.004772727272727256,0.665548941046375,5.345972456450203,0.32903042435646057,0.004797727272727256,0.5131946137228771,5.342506720547403,NB,"{""type"":""Point"",""coordinates"":[17.813917000000004,48.87163900000001]}"
nb_20210107-20210113_101,0,2021-01-07,0,1,0,0,meadow,48.893444,98,17.794472,1,1,NB33,0.2628307342529297,0.004772727272727256,0.6626118670968709,5.345972456450203,0.3179805874824524,0.004783057851239652,0.6910137319662056,5.34439712194893,NB,"{""type"":""Point"",""coordinates"":[17.794471999999995,48.893444]}"
nb_20210107-20210113_102,1,2021-01-07,0,0,0,0,abandoned,48.882722,80,17.8035,0,0,NB35,0.2581566274166107,0.004772727272727256,0.6756982060371846,5.345972456450203,0.2441803216934204,0.004772727272727256,0.5571540292250063,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.8035,48.88272200000001]}"
nb_20210107-20210113_103,0,2021-01-07,270,1,5,36.25,pasture,48.889028,2,17.7715,0,0,NB38,0.2836848199367523,0.004772727272727256,0.5577189417087358,5.345972456450203,0.3211784064769745,0.004772727272727256,0.5783889670188668,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.7715,48.88902800000001]}"
nb_20210107-20210113_104,0,2021-01-07,196,1,5,2.0,grazed meadow,48.892263,5,17.803435,1,1,NB39,0.44645023345947266,0.004772727272727256,0.4725083691216071,5.345972456450203,0.29391148686408997,0.004772727272727256,0.5642377557442058,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.803435,48.89226300000001]}"
nb_20210107-20210113_105,0,2021-01-07,270,1,5,1.0,grazed meadow,48.875973,3,17.81422,1,1,NB40,0.4902808964252472,0.004772727272727256,0.6858825221736362,5.345972456450203,0.3030124306678772,0.004783057851239653,0.4309739728799486,5.34439712194893,NB,"{""type"":""Point"",""coordinates"":[17.81422,48.87597300000001]}"
nb_20210107-20210113_106,0,2021-01-07,0,0,0,0,meadow,48.897033,4,17.757667,1,1,NB41,0.37870410084724426,0.004772727272727256,0.5774474331458818,5.345972456450203,0.34186744689941406,0.004772727272727256,0.4438945701502993,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.757667,48.89703300000001]}"
nb_20210107-20210113_107,0,2021-01-07,0,0,0,0,mulched meadow,48.908472,15,17.81875,1,1,NB42,0.58531254529953,0.004772727272727256,0.6814537576669247,5.345972456450203,0.30763953924179077,0.004772727272727256,0.7134641223474084,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.81875,48.908471999999996]}"
nb_20210107-20210113_108,0,2021-01-07,0,0,0,0,meadow,48.8805,3,17.78625,1,1,NB43,0.18581992387771606,0.004772727272727256,0.5613543863966519,5.345972456450203,0.5514917373657227,0.004772727272727256,0.46941511236295097,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.78625,48.8805]}"
nb_20210107-20210113_109,0,2021-01-07,210,1,5,37.25,grazed meadow,48.881167,3,17.762,1,1,NB44,0.4635050296783447,0.004772727272727256,0.60818538103824,5.345972456450203,0.35000187158584595,0.004793388429752049,0.41110014298054265,5.342821787447658,NB,"{""type"":""Point"",""coordinates"":[17.762,48.881167]}"
nb_20210107-20210113_110,0,2021-01-07,0,0,0,0,meadow,48.903882,1,17.792327,1,1,NB45,0.059505876153707504,0.004808057851239653,0.667403407498973,5.3409313860461305,0.2945379316806793,0.004772727272727256,0.5425818330684973,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.792326999999993,48.903882]}"
nb_20210107-20210113_111,0,2021-01-07,N/A,1,N/A,37.25,mulched grazed meadow,48.878278,0,17.774556,1,1,NB46,0.24328571557998657,0.004772727272727256,0.420275240032848,5.345972456450203,0.30587348341941833,0.004772727272727256,0.5613914372529344,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.774556,48.878278]}"
nb_20210107-20210113_112,0,2021-01-07,196,1,5,0.6,grazed meadow,48.880583,4,17.795139,1,1,NB47,0.310269832611084,0.004772727272727256,0.6252057439735104,5.345972456450203,0.5101375579833984,0.004793388429752049,0.8090757309542191,5.342821787447657,NB,"{""type"":""Point"",""coordinates"":[17.795139,48.880583]}"
nb_20210107-20210113_113,0,2021-01-07,270,1,5,36.25,pasture,48.88557,3,17.76022,0,0,NB5,0.41058018803596497,0.004772727272727256,0.3502777656418615,5.345972456450203,0.24022585153579712,0.004772727272727256,0.5990784150164297,5.345972456450203,NB,"{""type"":""Point"",""coordinates"":[17.76022,48.88557]}"
