system:index,Abandonmen,Date,GrazingDur,GrazingPre,GrazingTim,LSU,LandUse,Latitude,LitterCove,Longitude,MowingFreq,MowingPres,Orbit,PLOTID,RND,VH,VH_asm,VH_corr,VH_ent,VV,VV_asm,VV_corr,VV_ent,region,rvi,rvi_asm,rvi_corr,rvi_ent,.geo
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_11,0,2022-01-08,70,1,13,60,grazed meadow,48.93145,0,19.17819,1,1,175.0,LR16,-9999,-18.00429827919391,0.004772727272727256,0.6468950589745841,5.345972456450203,-10.60992871055719,0.004772727272727256,0.7073770417063872,5.345972456450203,LR,2.516831684552247,0.004785227272727255,0.7565426763866068,5.344239588498803,"{""type"":""Point"",""coordinates"":[19.17819,48.93145]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_12,0,2022-01-08,70,1,13,60,grazed meadow,48.92775,0,19.17735,1,1,175.0,LR17,-9999,-28.205708771042424,0.004772727272727256,0.4423891531139946,5.345972456450203,-14.217474613129802,0.004772727272727256,0.556712682261369,5.345972456450203,LR,2.6594617867895094,0.004797727272727256,0.5253242693692999,5.342506720547403,"{""type"":""Point"",""coordinates"":[19.177350000000004,48.92775]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_13,0,2022-01-08,63,1,2,15,pasture,48.87797,10,19.08962,0,0,175.0,LR18,-9999,-20.324802109788326,0.004772727272727256,0.474044380075526,5.345972456450203,-16.81501968548297,0.004772727272727256,0.6020680450121603,5.345972456450203,LR,2.1890037299399334,0.004772727272727256,0.6045205833818499,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.089619999999996,48.877970000000005]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_14,0,2022-01-08,N/A,1,13,N/A,grazed meadow,48.93456,0,19.184653,1,1,175.0,LR19,-9999,-23.673093364455923,0.004772727272727256,0.508183570631382,5.345972456450203,-13.311363943677076,0.004772727272727256,0.585524985207801,5.345972456450203,LR,2.560328861091617,0.004772727272727256,0.44327553753416427,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.184653,48.93456000000001]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_15,0,2022-01-08,91,1,2,80,pasture,48.962678,55,19.186086,0,0,175.0,LR2,-9999,-21.366318196868903,0.004772727272727256,0.343858765890062,5.345972456450203,-14.537525112591524,0.004772727272727256,0.40816589936468606,5.345972456450203,LR,2.380393431723675,0.004785227272727255,0.3272687511526613,5.344239588498803,"{""type"":""Point"",""coordinates"":[19.186086,48.962678]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_16,1,2022-01-08,0,0,2,0,abandoned,48.87515,90,19.08385,0,0,175.0,LR20,-9999,-15.621379968634821,0.004772727272727256,0.44826231251949905,5.345972456450203,-11.994269778125744,0.004772727272727256,0.42774808703442224,5.345972456450203,LR,2.2626851241068158,0.004772727272727256,0.40570536623385833,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.08385,48.87515]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_17,0,2022-01-08,91,1,2,15,pasture,48.883,25,19.08613,0,0,175.0,LR21,-9999,-25.50560029373404,0.004772727272727256,0.5634845737030189,5.345972456450203,-14.953569573700245,0.004772727272727256,0.6413268533041784,5.345972456450203,LR,2.5216138024881802,0.004772727272727256,0.4132555702023472,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.08613,48.883]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_18,0,2022-01-08,91,1,2,15,pasture,48.8846,8,19.09028,0,0,175.0,LR22,-9999,-19.692989211756394,0.004772727272727256,0.587131743308289,5.345972456450203,-12.320798980835923,0.004772727272727256,0.6951734098384235,5.345972456450203,LR,2.460563441387816,0.004772727272727256,0.7001861917629609,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.09028,48.8846]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_19,0,2022-01-08,189,1,5,0.8,pasture,48.9180672,2,19.1748465,0,0,175.0,LR23,-9999,-20.324893963619544,0.004772727272727256,0.5587327107112197,5.345972456450203,-16.77113179367842,0.004772727272727256,0.7175670654476687,5.345972456450203,LR,2.1915979999146935,0.004783057851239652,0.5752255850892843,5.34439712194893,"{""type"":""Point"",""coordinates"":[19.174846500000005,48.91806720000001]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_20,0,2022-01-08,105,1,2,8.6,pasture,48.92181,5,19.16587,0,0,175.0,LR24,-9999,-23.76415430155405,0.004772727272727256,0.6417547692033495,5.345972456450203,-13.229652386400442,0.004772727272727256,0.5719104562330368,5.345972456450203,LR,2.5695278674083433,0.004785227272727255,0.6144783674032679,5.344239588498803,"{""type"":""Point"",""coordinates"":[19.16587,48.92181000000001]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_21,0,2022-01-08,119,1,5,8.6,pasture,48.91677,1,19.17239,0,0,175.0,LR25,-9999,-21.81279730957169,0.004772727272727256,0.602772173953519,5.345972456450203,-15.054512947367497,0.004772727272727256,0.5473550463191229,5.345972456450203,LR,2.3666274710633193,0.004772727272727256,0.45348998705429416,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.172389999999996,48.91676999999999]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_22,0,2022-01-08,63,1,13,60,pasture,48.92214,2,19.17618,0,0,175.0,LR26,-9999,-27.08917373306968,0.004772727272727256,0.5849824121768445,5.345972456450203,-15.013704323094538,0.004772727272727256,0.5342865656663093,5.345972456450203,LR,2.5736172901941172,0.004772727272727256,0.40022233399316676,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.176179999999995,48.922140000000006]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_23,0,2022-01-08,112,1,13,8.6,grazed meadow,48.91946,0,19.17407,1,1,175.0,LR27,-9999,-20.74037122579827,0.004772727272727256,0.47612951728912106,5.345972456450203,-15.234110207019903,0.004772727272727256,0.6047767257907954,5.345972456450203,LR,2.3061203830866184,0.004772727272727256,0.5068904864576083,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.174069999999997,48.91946]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_24,0,2022-01-08,112,1,13,8.6,grazed meadow,48.91426,10,19.16851,2,1,175.0,LR28,-9999,-22.48575502674089,0.004772727272727256,0.31801464520267675,5.345972456450203,-17.847615057656004,0.004772727272727256,0.5643921372561131,5.345972456450203,LR,2.2299902021269067,0.004772727272727256,0.4604815555702765,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.16851,48.91426]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_25,0,2022-01-08,56,1,1,1.5,grazed meadow,48.9168,1,19.17659,2,1,175.0,LR29,-9999,-20.48544017009929,0.004772727272727256,0.7682802043191002,5.345972456450203,-14.546892531483557,0.004772727272727256,0.6859839685022262,5.345972456450203,LR,2.339032384123677,0.004772727272727256,0.5403663717400011,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.176590000000004,48.9168]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_26,0,2022-01-08,91,1,2,80,pasture,48.967225,70,19.188714,0,0,175.0,LR3,-9999,-29.881008201442903,0.004772727272727256,0.4974146526848984,5.345972456450203,-14.355756964963721,0.004772727272727256,0.6709156651408223,5.345972456450203,LR,2.7019162082976647,0.004772727272727256,0.5663052821575745,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.188714,48.967225]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_27,0,2022-01-08,0,0,0,0,meadow,48.929862,1,19.211499,1,1,175.0,LR30,-9999,-13.718514609516134,0.004772727272727256,0.8019541211306227,5.345972456450203,-6.1080907722902635,0.004772727272727256,0.8046745917204041,5.345972456450203,LR,2.76769811984148,0.004772727272727256,-0.12018705762632349,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.211499,48.92986200000001]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_28,0,2022-01-08,N/A,1,N/A,N/A,grazed meadow,48.93187,4,19.21592,1,1,175.0,LR32,-9999,-22.415715368162566,0.004772727272727256,0.46038082813468084,5.345972456450203,-15.692018324009698,0.004772727272727256,0.727561709173341,5.345972456450203,LR,2.3528783473961346,0.004772727272727256,0.6764965860877443,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.215919999999997,48.93187]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_29,0,2022-01-08,N/A,1,13,N/A,grazed meadow,48.929172,2,19.204013,1,1,175.0,LR33,-9999,-25.51343959265655,0.004772727272727256,0.43259203752748265,5.345972456450203,-15.663002327908547,0.004772727272727256,0.3768912551347074,5.345972456450203,LR,2.4784501431061394,0.004772727272727256,0.35851400556223567,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.204013000000003,48.92917200000001]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_30,0,2022-01-08,0,0,0,0,meadow,48.94135,50,19.23296,1,1,175.0,LR34,-9999,-19.160441730464957,0.004772727272727256,0.562536369129555,5.345972456450203,-16.302240693210244,0.004772727272727256,0.5204837495959516,5.345972456450203,LR,2.16119485847729,0.004783057851239652,0.4716089910683362,5.34439712194893,"{""type"":""Point"",""coordinates"":[19.23296,48.94135000000001]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_31,0,2022-01-08,N/A,1,13,N/A,pasture,48.93998,30,19.18843,0,0,175.0,LR35,-9999,-20.691382101014987,0.004772727272727256,0.7620540097510033,5.345972456450203,-7.633029264226984,0.004772727272727256,0.6170005065806411,5.345972456450203,LR,2.9220564317048745,0.004785227272727255,0.6496680227864251,5.344239588498803,"{""type"":""Point"",""coordinates"":[19.18843,48.93998]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_32,0,2022-01-08,N/A,1,13,N/A,pasture,48.933982,17,19.208641,0,0,175.0,LR36,-9999,-18.19862166614874,0.004772727272727256,0.5082365109129497,5.345972456450203,-11.977362528066628,0.004772727272727256,0.43214183984258553,5.345972456450203,LR,2.412331813142632,0.004772727272727256,0.3626300819504742,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.208640999999997,48.93398199999999]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_33,0,2022-01-08,N/A,1,13,N/A,pasture,48.932195,5,19.189106,0,0,175.0,LR37,-9999,-23.37667081398248,0.004772727272727256,0.6901518063875984,5.345972456450203,-12.577111235445699,0.004772727272727256,0.702800925885781,5.345972456450203,LR,2.600746790070089,0.004772727272727256,0.45603440423710323,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.189106,48.932195]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_34,0,2022-01-08,N/A,1,13,N/A,pasture,48.937707,22,19.182709,0,0,175.0,LR38,-9999,-21.107415122445236,0.004772727272727256,0.412616286613696,5.345972456450203,-15.517100128750114,0.004772727272727256,0.692856015573454,5.345972456450203,LR,2.305277214202182,0.004772727272727256,0.5808670159608652,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.182709,48.937707]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_35,0,2022-01-08,N/A,1,13,N/A,grazed meadow,48.9417,0,19.19297,1,1,175.0,LR39,-9999,-25.709915538955727,0.004772727272727256,0.4912330951563935,5.345972456450203,-17.5304654851128,0.004772727272727256,0.4681650855635084,5.345972456450203,LR,2.378324605848874,0.004772727272727256,0.41258425094660495,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.19297,48.941700000000004]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_36,0,2022-01-08,N/A,1,13,N/A,pasture,48.929713,10,19.161517,0,0,175.0,LR41,-9999,-21.501099189459065,0.004772727272727256,0.27764683810248536,5.345972456450203,-13.41471401097669,0.004772727272727256,0.5213134856333763,5.345972456450203,LR,2.463193289072898,0.004772727272727256,0.4872146365570783,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.161517000000003,48.929713]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_37,0,2022-01-08,N/A,1,13,N/A,pasture,48.930892,60,19.151641,0,0,175.0,LR42,-9999,-19.699175266642634,0.004797727272727256,0.8060635673636732,5.342506720547403,-13.86030319455504,0.004772727272727256,0.808975963243924,5.345972456450203,LR,2.3479715621229724,0.004772727272727256,0.6435688678484952,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.151641,48.930892]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_38,0,2022-01-08,N/A,1,N/A,N/A,pasture,48.89495,2,19.15343,0,0,175.0,LR43,-9999,-17.333072400855023,0.004772727272727256,0.5702665372043854,5.345972456450203,-14.644687211842877,0.004772727272727256,0.711273721760413,5.345972456450203,LR,2.1681409342976377,0.004772727272727256,0.5070531185406744,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.153430000000004,48.89495000000001]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_39,0,2022-01-08,105,1,2,N/A,pasture,48.93103,10,19.13342,0,0,175.0,LR44,-9999,-24.17658999646148,0.004772727272727256,0.31411461794897305,5.345972456450203,-15.298383067536093,0.004772727272727256,0.5088193143476571,5.345972456450203,LR,2.449814464193902,0.004772727272727256,0.3685416789177272,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.13342,48.93103]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_40,0,2022-01-08,105,1,2,N/A,pasture,48.929039,4,19.114744,0,0,175.0,LR46,-9999,-20.624755462892267,0.004772727272727256,0.5406602802122265,5.345972456450203,-14.483871208002999,0.004772727272727256,0.5148483892995823,5.345972456450203,LR,2.349821957574889,0.004772727272727256,0.44063339873772817,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.114744,48.929039]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_41,0,2022-01-08,105,1,2,N/A,mulched grazed meadow,48.924525,35,19.103992,0,0,175.0,LR47,-9999,-21.62663257955433,0.004772727272727256,0.35690317763216606,5.345972456450203,-17.3728661870016,0.004772727272727256,0.6034863479306029,5.345972456450203,LR,2.218144669910504,0.004772727272727256,0.4854774241843147,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.103991999999998,48.924524999999996]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_42,0,2022-01-08,105,1,2,N/A,mulched grazed meadow,48.923225,1,19.102742,0,0,175.0,LR48,-9999,-27.47468568698916,0.004793388429752049,0.4882783333999372,5.342821787447657,-16.018347538188113,0.004772727272727256,0.48653066822103974,5.345972456450203,LR,2.526812562806919,0.004797727272727256,0.498162352745296,5.342506720547403,"{""type"":""Point"",""coordinates"":[19.102742,48.923225]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_43,0,2022-01-08,140,1,13,80,grazed meadow,48.950017,20,19.197717,1,1,175.0,LR5,-9999,-23.552565115526015,0.004772727272727256,0.4054911940075684,5.345972456450203,-15.45093191013258,0.004772727272727256,0.3331969526556572,5.345972456450203,LR,2.4154311189103757,0.004772727272727256,0.3517057133762917,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.197717,48.950017]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_44,0,2022-01-08,N/A,1,13,N/A,grazed meadow,48.932952,0,19.191196,1,1,175.0,LR50,-9999,-21.508859099839327,0.004772727272727256,0.5676398648881716,5.345972456450203,-14.121204183209318,0.004772727272727256,0.46717621759879846,5.345972456450203,LR,2.4146866009157364,0.004772727272727256,0.29318123560438547,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.191196000000005,48.93295200000001]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_45,0,2022-01-08,N/A,1,13,N/A,grazed meadow,48.90053,0,19.151106,1,1,175.0,LR51,-9999,-26.973268070247528,0.004772727272727256,0.44200898210883477,5.345972456450203,-19.055173377752837,0.004772727272727256,0.6895183959091165,5.345972456450203,LR,2.344052261749509,0.004772727272727256,0.45627935472181114,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.151106,48.900529999999996]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_46,0,2022-01-08,N/A,1,13,N/A,pasture,48.92867,55,19.21793,0,0,175.0,LR52,-9999,-18.795342055847954,0.004772727272727256,0.6153285623236352,5.345972456450203,-17.115307155755733,0.004772727272727256,0.699307349475767,5.345972456450203,LR,2.0935675036222605,0.004772727272727256,0.4293306459660429,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.217929999999996,48.92866999999999]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_47,0,2022-01-08,N/A,1,13,N/A,grazed meadow,48.919444,1,19.220556,1,1,175.0,LR54,-9999,-21.84714129844607,0.004772727272727256,0.6235647824982569,5.345972456450203,-15.421580750886559,0.004772727272727256,0.7392493394033601,5.345972456450203,LR,2.344823229465931,0.004772727272727256,0.5792740044234529,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.220556,48.919444]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_48,1,2022-01-08,0,0,2,0,abandoned,48.893417,90,19.218361,0,0,175.0,LR55,-9999,-23.330636842994707,0.004772727272727256,0.5050706558014998,5.345972456450203,-11.909122710442388,0.004772727272727256,0.469673419663935,5.345972456450203,LR,2.648217483733559,0.004772727272727256,0.5168320594259771,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.218361,48.89341700000001]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_49,1,2022-01-08,0,0,2,0,abandoned,48.89952,90,19.22629,0,0,175.0,LR56,-9999,-27.453216354196787,0.004772727272727256,0.3920612952793524,5.345972456450203,-16.303689395196788,0.004772727272727256,0.5967124828626502,5.345972456450203,LR,2.5096122208849065,0.004772727272727256,0.5215724861013322,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.226290000000002,48.89952]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_50,0,2022-01-08,0,0,0,0,meadow,48.92432,3,19.18001,1,1,175.0,LR59,-9999,-12.622441575174225,0.004772727272727256,0.7724572161705091,5.345972456450203,-4.553394228776369,0.004772727272727256,0.8300507210837103,5.345972456450203,LR,2.939581332576771,0.004772727272727256,0.403051970838518,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.18001,48.92432]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_51,0,2022-01-08,140,1,13,14,grazed meadow,48.94272,2,19.23526,1,1,175.0,LR6,-9999,-24.865171586198507,0.004772727272727256,0.7356268763110538,5.345972456450203,-10.978588675297658,0.004772727272727256,0.7440911300433863,5.345972456450203,LR,2.7748396267351447,0.004772727272727256,0.7175171915019509,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.235259999999997,48.94272]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_52,0,2022-01-08,0,0,0,0,meadow,48.9068,0,19.15188,1,1,175.0,LR60,-9999,-25.075477746626042,0.004772727272727256,0.6554748748350774,5.345972456450203,-17.21678162204388,0.004772727272727256,0.6523324723427567,5.345972456450203,LR,2.3716375640315817,0.004772727272727256,0.6439597467832155,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.15188,48.9068]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_53,0,2022-01-08,0,0,0,0,meadow,48.9226,1,19.1838,1,1,175.0,LR61,-9999,-18.623595852694987,0.004772727272727256,0.7570631114208365,5.345972456450203,-11.941351272569227,0.004772727272727256,0.6540658575248817,5.345972456450203,LR,2.437248888587305,0.004772727272727256,0.5425799136306725,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.1838,48.9226]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_54,1,2022-01-08,0,0,0,0,abandoned,48.91991,90,19.18095,0,0,175.0,LR63,-9999,-21.779857061734184,0.004772727272727256,0.6840065252142056,5.345972456450203,-13.553330673442908,0.004772727272727256,0.7688142163056328,5.345972456450203,LR,2.465654355896176,0.004772727272727256,0.6196112948141219,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.180949999999996,48.91991]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_55,1,2022-01-08,0,0,0,0,abandoned,48.92513,60,19.12659,0,0,175.0,LR64,-9999,-22.404463098022287,0.004772727272727256,0.41341249964046467,5.345972456450203,-17.822261866667912,0.004772727272727256,0.5614997275760636,5.345972456450203,LR,2.227818756579189,0.004772727272727256,0.5071312053967157,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.126590000000004,48.925129999999996]}"
S1A_IW_GRDH_1SDV_20220108T163505_20220108T163530_041372_04EB38_93AE_56,0,2022-01-08,56,1,1,1.5,grazed meadow,48.91751,3,19.17618,3,1,175.0,LR65,-9999,-18.977905958372432,0.004772727272727256,0.7987462995626315,5.345972456450203,-11.889057861920588,0.004772727272727256,0.817278731897036,5.345972456450203,LR,2.459316189160878,0.004772727272727256,0.6510109433248918,5.345972456450203,"{""type"":""Point"",""coordinates"":[19.17618,48.91751]}"
